"y","X1","X2","X3","X4","X5"
0.277398549507322,-0.24191,0.023263,0.041481,0.29462,NA
0.299212875715277,-0.14794,-0.082009,-0.16039,0.50252,NA
0.299212875715277,0.12517,-0.13271,0.19512,-0.14863,NA
0.232305956063855,0.32966,-0.098465,-0.20005,0.032147,NA
0.308572023299996,-0.07053,0.020808,0.0057464,0.14808,NA
0.226343844518123,0.092425,-0.031803,0.046384,-0.030195,NA
0.318192096989707,0.05005,-0.059257,0.15273,-0.076642,NA
0.228504357227583,0.057191,0.16197,-0.041824,-0.050311,NA
0.321229325906003,-0.099393,0.054687,0.27423,-0.13231,NA
0.230685492610382,-0.28268,-0.14332,0.13827,0.40007,NA
0.324295545986999,-0.11212,0.26275,-0.12925,0.15727,NA
0.237877367668678,0.087821,-0.15277,-0.028992,0.18307,NA
0.315940934185785,-0.42086,0.10676,-0.21203,0.72729,NA
0.24531798794865,0.18914,-0.42201,-0.054537,0.3316,NA
0.24531798794865,0.16011,-0.1359,-0.42836,0.5302,NA
0.264609532995642,-0.23835,-0.048345,-0.28825,0.74365,NA
0.285389604191645,0.20422,0.40722,-0.23919,-0.19204,NA
0.307832338420979,-0.44152,-0.24498,0.021239,0.79715,NA
0.251201468114579,0.056103,0.40107,-0.20149,-0.039724,NA
0.270928589555995,-0.23621,-0.20063,-0.14286,0.73571,NA
0.292234125010785,0.13774,-0.2979,0.097675,0.13895,NA
0.315215105060622,-0.12049,-0.15731,-0.026789,0.44235,NA
0.315215105060622,0.35508,-0.018349,0.27663,-0.53878,NA
0.244729930728505,-0.13112,-0.3672,0.1653,0.42493,NA
0.325074790016166,0.015346,-0.15867,-0.13142,0.41018,NA
0.238448958986301,0.1301,0.24451,0.08061,-0.29346,NA
0.335209355687995,0.02209,0.30359,0.12223,-0.26988,NA
0.240725018260386,-0.15432,-0.085461,-0.088988,0.50126,NA
0.338409018903205,-0.33773,0.42965,-0.14914,0.33008,NA
0.243022803130762,0.0015969,0.1271,0.046934,0.0060979,NA
0.341639223762069,-0.092379,-0.091071,-0.044525,0.39795,NA
0.250599307472911,0.019641,-0.064124,0.15953,0.02831,NA
0.33287108369808,-0.17438,0.048726,-0.33615,0.69262,NA
0.258437860201167,-0.12376,-0.042965,0.096793,0.24091,NA
0.258437860201167,-0.27695,-0.0070302,-0.020563,0.50944,NA
0.278761138015442,-0.014713,-0.19645,-0.11294,0.482,NA
0.300682616731065,-0.075229,-0.0070217,0.21073,0.030852,NA
0.32432797716313,-0.40331,-0.048036,0.58481,0.018768,NA
0.25002359139301,0.1157,0.28432,-0.2638,0.11548,NA
0.351480867578308,0.46618,0.11006,-0.23401,-0.15738,NA
0.265882711938983,0.064416,0.47093,-0.15933,-0.0975,NA
0.282747784375696,0.0058615,-0.0057831,-0.33462,0.57345,NA
0.253599253508974,-0.13675,-0.20609,-0.033051,0.57635,NA
0.300682616731065,-0.2046,0.044558,-0.020582,0.42336,NA
0.356507500527958,-0.15624,0.26034,0.22114,-0.081113,NA
0.319755064407895,0.055841,-0.18901,-0.22373,0.56242,NA
0.340037286910886,0.015602,0.060955,-0.22064,0.39447,NA
0.257226052237672,0.08195,0.21961,-0.062336,0.015522,NA
0.361606020857949,0.12669,-0.36846,0.11515,0.2741,NA
0.370293257291859,-0.092164,-0.27098,-0.060252,0.65076,NA
0.342494390334291,-0.038276,0.48281,0.14374,-0.27185,NA
0.267188734369306,-0.13743,0.12415,-0.30075,0.64175,NA
0.290922025885435,0.15894,-0.064103,-0.10329,0.25646,NA
0.316795127349936,0.007441,0.01862,-0.10927,0.36048,NA
0.347392504986693,0.17066,0.070619,-0.027529,0.05192,NA
0.380971770414786,0.081489,0.3876,-0.41954,0.31811,NA
0.393820522546365,0.51984,0.22419,-0.3145,-0.11082,NA
0.369893556451288,0.03122,0.25865,-0.33423,0.42533,NA
0.347427245974212,0.057711,0.083727,0.16118,0.0017471,NA
0.326312424233955,-0.24148,-0.32196,-0.49438,1.4041,NA
0.281478277877917,0.22871,0.052462,-0.56572,0.64085,NA
0.285503782867535,0.4921,-0.20554,0.59023,-0.70278,NA
0.289586857807287,-0.13348,-0.048199,0.48115,-0.0226,NA
0.306480851583368,0.055248,0.16367,-0.28052,0.42448,NA
0.282126422998201,-0.23787,-0.00083007,0.15021,0.41936,NA
0.290253674125055,0.012843,-0.14821,0.16993,0.24538,NA
0.307217288998576,0.057982,0.0054431,-0.31326,0.59537,NA
0.396630564322401,0.22795,-0.045783,0.37945,-0.31183,NA
0.282804339587904,0.17394,-0.15862,-0.02882,0.29645,NA
0.286848808982414,-0.21602,0.10259,-0.37298,0.88465,NA
0.290951119542682,0.22448,0.014384,0.26401,-0.23007,NA
0.307955495986219,-0.15947,0.1264,-0.35093,0.77718,NA
0.328637486650403,0.20295,-0.076128,0.27048,-0.13456,NA
0.350743532229481,0.35981,0.28683,-0.36923,0.085536,NA
0.37430286867305,-0.092251,0.065118,0.24805,0.099476,NA
0.399460656690854,0.01577,-0.12686,-0.045045,0.46761,NA
0.299362519560978,-0.23371,0.051667,-0.034152,0.63272,NA
0.420832662736259,0.34287,-0.24091,0.11477,0.078932,NA
0.308695476798369,-0.027141,-0.094979,0.1223,0.35908,NA
0.410027929857621,-0.04097,-0.082529,0.13975,0.34458,NA
0.318351232818843,0.15061,0.10947,-0.04166,0.16939,NA
0.318351232818843,-0.35847,-0.029632,-0.0039565,0.8125,NA
0.343386034384132,0.002658,-0.24908,-0.16734,0.77907,NA
0.370374730770217,0.77663,0.11563,-0.044289,-0.52837,NA
0.39949660976782,-0.047718,-0.28249,-0.10998,0.80051,NA
0.253345781012836,-0.24528,0.31934,-0.41828,0.075031,NA
0.273268623148234,0.1485,-0.22273,-0.091461,-0.25781,NA
0.294758176350086,0.33847,0.23593,0.12432,-1.099,NA
0.317937645106439,-0.083152,0.032857,-0.2279,-0.069234,NA
0.317937645106439,0.19038,-0.12638,0.16195,-0.66569,NA
0.24684368424514,0.30294,-0.18949,-0.02368,-0.53001,NA
0.32788248901122,0.42393,0.034589,-0.2429,-0.61506,NA
0.240508463208342,-0.43092,0.075973,0.24452,-0.2349,NA
0.338104587800738,0.12506,-0.0064606,0.054667,-0.57298,NA
0.354516638142465,-0.16695,-0.13678,0.21598,-0.26647,NA
0.327915278899589,0.009483,0.45387,-0.094484,-0.61939,NA
0.255789612131334,-0.079288,-0.097263,0.029407,-0.17797,NA
0.278538218284811,-0.42767,-0.20415,-0.02948,0.36534,NA
0.303279638421932,-0.44414,0.13073,0.20841,-0.16491,NA
0.332604893321469,0.056306,0.066553,-0.15391,-0.25993,NA
0.364729243244151,0.13653,-0.25766,-0.27374,0.067654,NA
0.281196940292277,-0.012489,-0.080102,0.18731,-0.40218,NA
0.303309967902223,-0.20155,0.45729,0.18799,-0.6531,NA
0.327161940429457,-0.45088,-0.00024125,-0.064572,0.29356,NA
0.352889606648444,-0.16238,0.19125,-0.30929,0.078411,NA
0.352889606648444,0.05099,-0.25685,0.1865,-0.32044,NA
0.273980046017382,0.46491,0.24547,0.068256,-1.0778,NA
0.363891329954353,-0.23479,0.33752,0.062082,-0.37266,NA
0.266948372687355,-0.025206,-0.10836,-0.010588,-0.14128,NA
0.37526231157979,-0.090595,-0.013657,-0.12283,-0.026234,NA
0.269469518210567,-0.013189,-0.041183,-0.067383,-0.14005,NA
0.378832925844375,0.25928,0.14841,-0.11348,-0.55433,NA
0.272041677043274,0.085636,-0.085775,-0.060435,-0.20967,NA
0.382441338834869,0.045826,0.39304,-0.040715,-0.59717,NA
0.280550930525619,0.34412,0.031224,0.33261,-1.0271,NA
0.372622289902232,0.1292,0.03266,-0.23685,-0.16294,NA
0.289297415694657,-0.15317,0.21325,0.065258,-0.33398,NA
0.289297415694657,-0.22979,-0.21611,-0.12542,0.32862,NA
0.3120474560546,0.33184,-0.18315,0.011143,-0.47372,NA
0.336586535335394,-0.26397,-0.021469,-0.0074853,0.070143,NA
0.363055341650539,0.45846,-0.17491,0.38215,-1.0297,NA
0.29623565785752,0.050569,0.10147,0.25774,-0.65235,NA
0.318033040708596,0.20979,0.13524,0.031851,-0.60957,NA
0.341400159987519,-0.031251,0.28664,-0.41251,0.017517,NA
0.366520802271054,0.14617,0.20713,-0.33666,-0.19495,NA
0.393470178207656,-0.3498,-0.020151,0.16511,-0.0015535,NA
0.288632796243914,0.0048141,0.01277,0.16307,-0.419,NA
0.281225061392337,0.30218,0.0050205,-0.02374,-0.53469,NA
0.283909430037973,-0.15582,0.38827,-0.20126,-0.14919,NA
0.286590761193253,0.097213,0.20537,0.4136,-0.94061,NA
0.295555098787392,0.01576,-0.42122,-0.27896,0.45092,NA
0.304769355476308,0.096031,-0.5227,-0.067667,0.21855,NA
0.327194658259364,0.1608,-0.09085,0.3625,-0.69655,NA
0.351270042311666,0.025961,0.38228,-0.063562,-0.48309,NA
0.37708675448872,-0.12606,-0.076644,-0.13749,0.16011,NA
0.404817067136176,0.045187,-0.20666,0.022069,-0.094345,NA
0.310646397248953,-0.19693,-0.2859,0.33703,-0.027248,NA
0.332538378994459,-0.29151,-0.45543,0.018815,0.57314,NA
0.355973140147644,0.12456,0.18415,0.070505,-0.49359,NA
0.368321161480027,0.088641,-0.28716,0.18402,-0.175,NA
0.381082268249618,0.10399,-0.10028,0.0073632,-0.15769,NA
0.407946190216524,0.11388,0.19219,-0.026145,-0.38227,NA
0.436703851051835,0.14157,-0.22833,-0.36166,0.31629,NA
0.371829449099948,-0.062765,-0.041643,0.22225,-0.24952,NA
0.442953712877429,-0.38973,-0.22008,0.40589,0.069193,NA
0.375367399738688,-0.095599,0.0019031,0.21656,-0.23448,NA
0.449297512190564,0.030158,0.21456,0.0052346,-0.31412,NA
0.346386526096646,-0.15507,0.12054,-0.39295,0.43433,NA
0.373618520792674,-0.35759,-0.3173,-0.273,0.90222,NA
0.40299545299094,-0.029669,0.22081,0.19358,-0.43624,NA
0.434682238950071,0.24493,-0.071777,0.03037,-0.31112,NA
0.434682238950071,-0.46644,-0.084145,0.30983,0.18214,NA
0.337496546943639,0.018551,0.022094,-0.071951,-0.025047,NA
0.448256350177213,-0.032315,0.0037487,-0.56142,0.58577,NA
0.328834728308974,0.33774,-0.10291,0.15909,-0.52439,NA
0.462254349198924,-0.11073,0.20978,-0.0050336,-0.11339,NA
0.331940348301361,0.16471,0.055294,0.27678,-0.58757,NA
0.466657357714733,0.018508,0.14419,-0.34453,0.1824,NA
0.335108807964201,0.45205,0.10106,-0.31609,-0.28392,NA
0.471097594228533,0.56037,-0.33015,-0.097805,-0.27518,NA
0.345590752576975,-0.3027,0.0024485,0.30842,-0.045922,NA
0.459002326640907,0.32588,-0.18392,-0.084668,-0.15199,NA
0.356364926044544,0.24528,-0.31775,0.026048,-0.067289,NA
0.356364926044544,-0.51811,0.37236,-0.18217,0.41884,NA
0.384392927830036,-0.046674,0.082444,0.18664,-0.2624,NA
0.414617031695118,0.11313,0.1353,-0.00085923,-0.27885,NA
0.447217600859923,0.10432,-0.20965,0.38625,-0.39965,NA
0.364911653464528,0.16355,-0.31314,-0.1271,0.2121,NA
0.391750547567381,-0.029841,0.15924,0.11878,-0.24816,NA
0.420559210387122,0.17579,0.23579,0.045388,-0.46136,NA
0.451486412819928,0.11834,-0.19955,-0.022347,0.04978,NA
0.484687948632424,-0.59762,-0.046106,0.51985,0.11702,NA
0.355546228577638,0.2334,0.044524,0.34773,-0.69186,NA
0.346421166481246,0.0068882,0.0011344,0.012309,-0.031604,NA
0.349727849437888,0.37639,-0.16424,-0.049829,-0.22244,NA
0.353030790726036,-0.12974,0.11034,0.10245,-0.053325,NA
0.364073321113328,0.23295,-0.21645,0.12076,-0.1941,NA
0.375438726320449,-0.13254,0.18925,-0.14645,0.1609,NA
0.403047845805288,-0.21592,0.14489,-0.29587,0.45593,NA
0.432687292545385,-0.14163,0.11552,0.037174,0.032082,NA
0.464506373321992,-0.10283,-0.13392,0.30932,-0.096888,NA
0.498665374680765,-0.14405,0.20674,-0.37379,0.40889,NA
0.363236914710846,-0.24642,-0.00093631,0.27672,0.0086302,NA
0.388831185497329,-0.085915,-0.021895,0.1295,0.010292,NA
0.416241357777132,-0.017701,0.18956,-0.084775,-0.010761,NA
0.445583776163808,0.048582,0.011031,-0.13739,0.12638,NA
0.476994651950722,-0.36023,-0.25314,0.050664,0.59978,NA
0.510619798477462,0.10045,-0.28352,0.10787,0.051121,NA
0.484731572510846,0.58886,0.0090641,-0.30452,-0.28335,NA
0.460155869571534,0.062493,-0.00036465,-0.1166,0.10743,NA
0.436826145250518,-0.046152,0.073654,0.10068,-0.069567,NA
0.41468337572757,0.092845,-0.20387,0.24862,-0.14429,NA
0.393659089228213,-0.023837,-0.025506,-0.10507,0.22658,NA
0.373700725909479,-0.083723,-0.090731,-0.64654,0.9496,NA
0.400044295202062,-0.1405,0.089541,-0.14338,0.30461,NA
0.428244921746499,-0.048489,-0.031972,-0.0024618,0.15139,NA
0.458433516491049,-0.0096417,0.067386,0.099479,-0.089015,NA
0.490750218788946,0.03174,0.40817,0.20935,-0.54771,NA
0.525345046943356,-0.49714,-0.039256,0.48594,0.11855,NA
0.382659392537406,0.11186,0.13698,0.14658,-0.31138,NA
0.409634491925382,-0.35843,-0.21486,-0.032464,0.70932,NA
0.438511167496203,-0.14277,-0.025276,0.0040098,0.2673,NA
0.469423468504967,-0.12197,-0.11964,0.19213,0.11798,NA
0.502514893842794,0.19727,0.49908,-0.057865,-0.49135,NA
0.537939058177196,0.021236,0.1584,0.0074833,-0.075995,NA
0.387220879773017,-0.61015,-0.045325,0.007233,0.81209,NA
0.544351555022342,0.062158,0.14493,-0.10236,0.022972,NA
0.391836742168904,-0.077357,0.40116,-0.2564,0.14004,NA
0.55084049196821,-0.002091,0.14528,-0.092133,0.0948,NA
0.404072888586869,-0.28492,-0.32056,-0.35968,1.1047,NA
0.536692486144911,0.29136,0.2922,0.1393,-0.60924,NA
0.416691141282905,-0.30741,0.035783,-0.14474,0.5904,NA
0.416691141282905,-0.058241,0.067518,-0.043821,0.1754,NA
0.449454793842514,0.11524,-0.27932,-0.30545,0.5676,NA
0.484794591711432,0.01065,-0.02133,-0.42219,0.59132,NA
0.522913092423274,-0.23919,-0.34105,0.025788,0.64966,NA
0.424705199066061,-0.072426,-0.28341,-0.11896,0.65123,NA
0.455937290389636,-0.2166,-0.0057553,0.075333,0.3627,NA
0.489471030784415,0.2031,0.32624,-0.061389,-0.23446,NA
0.479160339302423,-0.1215,-0.17396,-0.074128,0.56989,NA
0.525465890200595,0.10067,0.07,-0.33373,0.40131,NA
0.564107749792278,-0.15362,0.035899,-0.29081,0.66863,NA
0.482579309350387,0.25783,0.08553,0.14569,-0.30835,NA
0.605597321351673,-0.19777,0.030373,-0.28106,0.71454,NA
0.56732667203771,-0.078083,-0.40778,0.032497,0.61465,NA
0.53147453176808,0.040945,-0.18795,0.69807,-0.43532,NA
0.486022674898624,-0.037397,-0.13633,0.22396,0.13064,NA
0.49788806315689,0.016865,-0.01994,-0.28589,0.53319,NA
0.466428751622519,0.17709,-0.21961,0.059761,0.14872,NA
0.436952843202956,-0.15018,0.075718,-0.52111,0.90142,NA
0.558494783898462,0.19395,0.014392,0.47911,-0.87492,NA
0.602408194199594,-0.035011,-0.27333,0.197,-0.063793,NA
0.649774434607419,-0.12226,0.17009,0.0042173,-0.13444,NA
0.700857986142292,-0.12074,-0.14231,-0.24316,0.4036,NA
0.700857986142292,0.27945,0.42424,-0.33849,-0.42117,NA
0.544150182203253,0.061266,-0.058943,0.2908,-0.45513,NA
0.722751371842728,0.086758,0.80016,0.011283,-0.91154,NA
0.530179314717967,-0.21306,0.26618,0.24512,-0.37616,NA
0.7453212093743,-0.20877,0.020306,0.013269,0.084757,NA
0.53522931379673,-0.12436,-0.031618,0.3061,-0.27715,NA
0.616837290840155,-0.11,-0.14408,0.063396,0.070262,NA
0.752420451680132,-0.040925,-0.39667,-0.11425,0.40531,NA
0.621238632205176,0.1219,0.10858,0.066896,-0.40033,NA
0.540322011261129,-0.062817,-0.093519,0.21087,-0.17811,NA
0.759579718984179,-0.086944,-0.010691,0.35155,-0.37704,NA
0.557200577859318,0.055714,0.17893,0.088246,-0.40574,NA
0.740077772746708,-0.32876,-0.067457,0.21937,0.08802,NA
0.574600650698639,0.045398,0.11078,0.10197,-0.34862,NA
0.599589514738795,-0.23178,-0.019711,-0.1596,0.35883,NA
0.625671378619955,0.21164,-0.30414,-0.17096,0.12236,NA
0.681281292578116,0.072617,0.27508,0.074685,-0.48953,NA
0.700893029917686,0.19621,-0.38971,0.11306,-0.099775,NA
0.721076532225231,-0.074929,0.035225,0.25909,-0.32315,NA
0.563329817993964,0.031241,0.2835,-0.051216,-0.27476,NA
0.563865235604155,0.058226,-0.066464,-0.25019,0.21486,NA
0.564401162102759,0.33465,0.17991,-0.26595,-0.28485,NA
0.585651720329638,-0.060606,0.2507,0.20361,-0.38566,NA
0.626936512159455,0.28967,-0.23433,0.068222,-0.21041,NA
0.671131624197111,-0.25978,0.086489,0.34333,-0.17754,NA
0.694384109279461,0.077224,-0.37121,-0.29207,0.53924,NA
0.718442215856927,-0.052873,0.095481,0.32898,-0.39928,NA
0.769087909011744,-0.12542,0.14125,0.18903,-0.20388,NA
0.823303807506001,-0.025668,0.024816,-0.15642,0.16515,NA
0.700998171757614,0.041406,-0.11088,0.055025,-0.016222,NA
0.594033240944045,-0.075055,0.19319,0.21955,-0.32348,NA
0.835086472176818,-0.36605,-0.42393,0.12677,0.6303,NA
0.707668156976723,-0.1826,0.44631,-0.047779,-0.1218,NA
0.602540738581665,0.28316,-0.32299,0.088868,-0.12115,NA
0.8470462341894,-0.030964,-0.21076,0.25143,-0.047203,NA
0.62522730960429,0.11265,-0.097482,0.072086,-0.068906,NA
0.625821557771601,0.056291,0.096351,-0.065954,-0.019428,NA
0.626410106610524,0.09765,0.19297,0.316,-0.56745,NA
0.650001895462859,0.15524,0.23798,0.29395,-0.60822,NA
0.695822973095938,0.040089,-0.20101,-0.32204,0.57345,NA
0.744874150779665,-0.37266,-0.051193,0.3504,0.16368,NA
0.770681569853313,-0.47649,-0.052286,0.034195,0.62789,NA
0.797383130411862,0.25196,0.25512,-0.17362,-0.21581,NA
0.853593665453289,0.26031,-0.24542,-0.077604,0.097877,NA
0.913762123640636,-0.57918,0.39428,0.28711,0.081257,NA
0.779860672697964,0.044914,-0.12049,0.14071,0.0019274,NA
0.924650916745854,-0.15081,0.039909,-0.26036,0.52332,NA
0.789156993586569,0.23616,0.48904,0.0855,-0.65968,NA
0.935670401189599,-0.048927,-0.0032516,-0.1534,0.34143,NA
0.813800523610927,0.034242,-0.11246,0.14685,0.014577,NA
0.91164282944232,-0.27589,-0.096941,0.27778,0.2017,NA
0.83921361352894,-0.21786,0.18063,0.33487,-0.16087,NA
0.863380311130675,0.18543,0.019277,0.068179,-0.1772,NA
0.88823405079814,0.27618,0.27164,-0.014419,-0.40322,NA
0.693925966970929,0.42802,-0.18761,-0.061615,-0.089201,NA
0.694578564052457,0.18303,0.12225,-0.1578,0.024391,NA
0.69523872721616,-0.15839,0.19992,0.098476,0.056087,NA
0.760020403007203,0.020016,0.15935,0.020729,0.06854,NA
0.813597098909172,0.15505,-0.014378,0.10802,-0.02874,NA
0.870950617554864,-0.22414,-0.39732,0.23911,0.57614,NA
0.901126168090702,-0.043485,0.11673,0.0040357,0.19395,NA
0.932342539656073,0.028039,0.26055,0.043568,-0.052161,NA
0.998067369939132,0.10567,-0.40537,-0.13338,0.62655,NA
1.06842542581472,0.11745,0.31388,0.051207,-0.20555,NA
0.76907252740738,-0.4733,0.16186,0.16784,0.4645,NA
0.911860738117606,-0.28009,-0.071498,-0.075309,0.71727,NA
1.0811572551487,-0.28197,0.10255,-0.02126,0.51084,NA
0.778240248324317,-0.060742,0.050017,-0.017435,0.31789,NA
0.922726873473025,-0.0096655,0.077288,-0.12957,0.3612,NA
1.09404080258511,0.14091,-0.012026,-0.087927,0.2246,NA
0.802542873887554,-0.033181,0.18124,0.02825,0.12705,NA
0.899028988282309,0.24848,0.20899,-0.45757,0.325,NA
0.951544333554797,-0.1794,0.36673,-0.50744,0.72009,NA
1.06594742005405,-0.062367,0.40154,0.034825,-0.036419,NA
0.827604413694225,0.083768,-0.20352,-0.32361,0.7162,NA
0.851436803061107,0.13788,-0.089776,-0.41465,0.65887,NA
0.875946730347805,0.13189,-0.56863,0.36608,0.21647,NA
0.981260803509638,-0.19392,0.054808,0.10269,0.33434,NA
1.00951144903585,-0.083375,-0.13896,0.23958,0.22684,NA
1.03857543487871,0.24693,0.21709,-0.22298,0.06406,NA
0.847452913977151,-0.035514,0.3715,-0.080357,0.11265,NA
0.914081996358371,0.37256,0.2172,-0.20186,-0.074799,NA
0.985952598577624,-0.072579,0.11905,-0.017662,0.30101,NA
1.06347516154761,-0.24331,-0.016221,-0.33699,0.95788,NA
1.06347516154761,-0.37594,0.019319,0.27534,0.40096,NA
0.825686596982045,-0.12339,0.099054,-0.043971,0.40593,NA
1.0966882974136,-0.048297,0.0079362,-0.22054,0.59483,NA
0.804487379545225,-0.017425,-0.57297,-0.37828,1.234,NA
1.13094096658217,0.36005,0.29928,0.62825,-1.0398,NA
0.812142062747995,0.17914,0.1945,0.27814,-0.35429,NA
1.14170184989784,0.42115,-0.061509,-0.43062,0.37603,NA
0.819877778862993,0.15557,-0.20478,-0.55829,0.94382,NA
1.15257664853701,-0.23394,-0.045199,0.097493,0.5182,NA
0.845480647270568,0.32764,-0.57813,-0.2527,0.73853,NA
1.12298464223068,-0.015676,-0.0083088,-0.22962,0.60653,NA
0.871891752343131,-0.44462,-0.20051,0.012134,0.98396,NA
0.871891752343131,0.060506,-0.098649,-0.14537,0.50896,NA
0.940443223955505,-0.151,0.44168,0.2192,-0.11997,NA
1.01438650380127,-0.30057,0.25301,-0.092554,0.55078,NA
1.09414474139837,-0.28911,0.068947,-0.028119,0.62477,NA
0.843521405767828,-0.14465,0.20188,-0.0075228,0.35184,NA
1.18581464200358,0.34078,-0.11238,-0.050029,0.1285,NA
0.897035357677078,-0.13145,0.33491,-0.026412,0.24884,NA
1.12569429904342,-0.034712,-0.49336,-0.1842,1.0243,NA
0.953937617626984,-0.10016,0.091085,-0.069228,0.4748,NA
1.06862844593192,0.061519,-0.5943,0.22912,0.55382,NA
1.01445142661502,0.01214,0.10783,0.38987,-0.16467,NA
0.963021058328445,0.088542,-0.16112,-0.41605,0.87241,NA
1.07880397831596,-0.1266,-0.30147,-0.12061,0.90648,NA
0.914198092143834,0.095287,-0.3602,0.015675,0.56514,NA
1.14724108097725,-0.056607,-0.35625,0.028671,0.71618,NA
0.867846867340741,-0.2577,0.33473,0.26514,0.092433,NA
1.22001115238187,-0.056361,-0.1641,0.45444,0.087655,NA
0.731023260228914,-0.42463,-0.1394,-0.25294,0.48514,NA
0.784781455968768,0.34823,-0.015704,-0.076495,-0.67342,NA
